City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
469,Fortuna,US,40.5982,-124.1573,58.93,85,100,12.66,overcast clouds
470,Nago,JP,26.5881,127.9761,74.25,79,99,8.84,light rain
471,Silver City,US,32.7701,-108.2803,77.68,22,0,11.01,clear sky
472,Nsanje,MW,-16.92,35.262,69.08,84,7,4.07,clear sky
473,Lazaro Cardenas,MX,17.9583,-102.2,81.14,68,9,10.56,clear sky
474,Baiquan,CN,47.5833,126.0833,71.15,32,45,11.65,scattered clouds
475,Vicuna,CL,-30.0319,-70.7081,49.73,42,60,2.13,broken clouds
476,Plaster Rock,CA,46.9065,-67.39,70.32,98,100,7.02,overcast clouds
477,Takoradi,GH,4.8845,-1.7554,74.34,92,100,5.64,overcast clouds
478,Bereda,ES,43.2686,-7.5406,59.41,99,96,2.73,overcast clouds
479,Yakeshi,CN,49.2833,120.7333,65.46,38,54,18.07,broken clouds
480,Padang,ID,-0.9492,100.3543,71.65,80,91,3.62,overcast clouds
481,Chingola,ZM,-12.529,27.8838,57.38,70,71,5.21,broken clouds
482,Ornskoldsvik,SE,63.2909,18.7153,32.95,100,86,2.3,overcast clouds
483,Talcahuano,CL,-36.7167,-73.1167,51.48,93,100,4.61,overcast clouds
484,Tongliao,CN,43.6125,122.2653,77.04,30,72,7.52,broken clouds
485,Lagos,NG,6.5833,3.75,79.12,90,96,3.47,overcast clouds
486,Bawku,GH,11.0616,-0.2417,82.11,61,90,9.17,overcast clouds
487,Marquette,US,46.5333,-87.6335,48.78,70,96,4.92,overcast clouds
488,Sitka,US,57.0531,-135.33,51.69,71,20,6.91,few clouds
489,Kailua,US,21.4022,-157.7394,85.98,67,75,13.8,broken clouds
490,Asyut,EG,27.181,31.1837,69.98,25,0,7.7,clear sky
491,Sharjah,AE,25.3573,55.4033,80.89,74,0,8.05,clear sky
492,Razole,IN,16.4833,81.8333,85.64,59,19,6.64,few clouds
493,Chernyshevskiy,RU,63.0128,112.4714,58.1,57,71,1.88,broken clouds
494,Manjeshwar,IN,12.7194,74.8861,76.15,89,96,3.49,overcast clouds
495,Sri Aman,MY,1.2376,111.4621,77.09,100,94,0.0,overcast clouds
496,Araouane,ML,18.9048,-3.5265,85.59,16,0,7.4,clear sky
497,Kokopo,PG,-4.352,152.2633,83.61,61,53,4.52,broken clouds
498,Talnakh,RU,69.4865,88.3972,33.21,100,100,5.46,overcast clouds
499,Arcachon,FR,44.5875,-1.0519,66.52,94,100,9.22,light rain
500,Harrison,US,30.4091,-89.0436,76.05,89,100,10.36,light rain
501,Manohar Thana,IN,24.24,76.8018,84.63,60,10,12.86,clear sky
502,Karachi,PK,24.9056,67.0822,84.02,79,75,12.66,broken clouds
503,Qinhuangdao,CN,39.9317,119.5883,78.8,37,51,7.94,broken clouds
504,Ponazyrevo,RU,58.3578,46.3142,31.46,96,100,7.29,light snow
505,Mansehra,PK,34.3333,73.2,59.61,73,77,9.04,broken clouds
506,Tabas,IR,33.5959,56.9244,69.73,24,2,1.9,clear sky
507,Burnie,AU,-41.0667,145.9167,52.95,67,8,3.67,clear sky
508,Teya,RU,60.3778,92.6267,53.49,70,0,2.62,clear sky
509,Am Timan,TD,11.0297,20.2827,89.2,30,63,4.12,broken clouds
510,Oktyabrskoye,RU,43.0645,44.7417,53.74,76,16,8.95,few clouds
511,Coffs Harbour,AU,-30.3,153.1333,60.76,88,40,16.11,light intensity shower rain
512,Puri,IN,19.8,85.85,77.52,86,74,4.88,light rain
513,Kati,ML,12.7441,-8.0726,85.41,42,82,6.8,broken clouds
514,Vila Franca Do Campo,PT,37.7167,-25.4333,68.2,95,94,2.42,overcast clouds
515,Angoche,MZ,-16.2325,39.9086,74.03,86,0,4.9,clear sky
516,Saint-Francois,FR,46.4154,3.9054,71.04,68,100,8.05,overcast clouds
517,Wuan,CN,31.6836,112.0044,69.84,74,0,1.86,clear sky
518,Solnechnyy,RU,50.7214,136.6319,48.0,59,89,3.76,light rain
519,Kurilsk,RU,45.2333,147.8833,48.29,81,100,8.39,heavy intensity rain
520,Cozumel,MX,20.5083,-86.9458,83.95,81,7,8.99,clear sky
521,Yelizovo,RU,53.1873,158.3805,42.94,100,100,4.47,light intensity shower rain
522,Rovnoye,RU,50.7765,46.0509,45.57,92,99,6.67,overcast clouds
523,Chimbarongo,CL,-34.7,-71.05,51.73,59,100,3.49,moderate rain
524,Tadepallegudem,IN,16.8333,81.5,84.83,58,16,4.72,few clouds
525,Guardiagrele,IT,42.1954,14.2198,69.78,65,54,1.01,broken clouds
526,Correntina,BR,-13.3433,-44.6367,70.84,47,22,3.85,few clouds
527,Belaya Gora,RU,68.5333,146.4167,52.38,51,13,4.25,few clouds
528,Aripuana,BR,-9.1667,-60.6333,73.87,68,9,1.43,clear sky
529,Diamantino,BR,-14.4086,-56.4461,68.86,56,64,2.3,broken clouds
530,Gogrial,SS,8.5332,28.1004,82.35,52,93,5.46,overcast clouds
531,Richards Bay,ZA,-28.783,32.0377,62.06,91,100,14.99,moderate rain
532,Olafsvik,IS,64.8945,-23.7142,43.2,67,0,12.48,clear sky
533,Ulagan,RU,50.6321,87.9563,57.34,63,38,1.83,scattered clouds
534,Matoury,GF,4.8483,-52.3317,82.02,94,75,1.14,broken clouds
535,Marolambo,MG,-20.05,48.1167,61.43,99,18,1.97,few clouds
536,Nueva Gorgona,PA,8.55,-79.8667,85.21,99,88,6.96,overcast clouds
537,Sur,OM,22.5667,59.5289,92.41,38,0,17.05,clear sky
538,Lokomotivnyy,RU,53.0118,60.5684,42.12,95,84,8.3,light rain
539,Foz,ES,43.5692,-7.2544,58.66,95,91,4.85,overcast clouds
540,Ntoum,GA,0.3833,9.7833,74.14,90,49,4.16,scattered clouds
541,Saint-Georges,GD,12.0564,-61.7485,82.08,78,20,9.22,few clouds
542,Papa,HU,47.33,17.4674,51.51,81,0,0.0,clear sky
543,Luanda,AO,-8.8368,13.2343,73.4,83,20,5.75,few clouds
544,Esmeraldas,BR,-19.7625,-44.3139,65.26,64,0,4.16,clear sky
545,Khangarh,PK,29.9173,71.1618,89.67,10,31,10.69,scattered clouds
546,Moroni,KM,-11.7022,43.2551,78.89,79,65,5.26,light rain
547,Imbituba,BR,-28.24,-48.6703,63.86,99,100,5.75,overcast clouds
548,Hoquiam,US,46.9809,-123.8893,62.44,82,0,11.5,clear sky
549,Katsuura,JP,35.1333,140.3,67.17,84,27,4.12,scattered clouds
550,Baturaja,ID,-4.1333,104.1667,74.26,97,88,1.97,overcast clouds
551,Khilok,RU,51.3674,110.4676,57.11,66,98,8.21,light rain
552,Havre-Saint-Pierre,CA,50.2334,-63.5986,52.16,87,100,11.5,overcast clouds
553,Jumla,NP,29.2747,82.1838,49.68,87,88,3.71,overcast clouds
554,Okha,RU,53.5739,142.9478,35.13,83,100,5.61,overcast clouds
555,Gumdag,TM,39.2061,54.5906,69.04,34,14,14.72,few clouds
556,Caravelas,BR,-17.7125,-39.2481,69.58,80,15,6.78,few clouds
557,Ojinaga,MX,29.5667,-104.4167,81.41,36,0,19.57,clear sky
558,Lakes Entrance,AU,-37.8811,147.981,49.15,68,3,2.08,clear sky
559,Berlevag,NO,70.8578,29.0864,39.15,81,100,4.61,overcast clouds
560,Flinders,AU,-34.5833,150.8552,58.17,92,99,4.0,light rain
561,Bandundu,CD,-3.3167,17.3667,73.18,94,98,1.41,light rain
562,Eydhafushi,MV,5.1033,73.0708,82.83,78,50,14.38,scattered clouds
563,Nipawin,CA,53.3668,-104.0009,64.44,19,20,16.11,few clouds
564,Chirongui,YT,-12.9319,45.1483,80.53,69,99,2.57,overcast clouds
565,Gulabpura,IN,25.9,74.6667,81.86,64,0,14.7,clear sky
566,Zhangye,CN,38.9342,100.4517,71.87,27,18,5.23,few clouds
567,Ruwi,OM,23.5996,58.5507,87.49,59,0,3.94,clear sky
568,Hualmay,PE,-11.0964,-77.6139,64.31,88,28,5.95,scattered clouds
569,Porto De Moz,BR,-1.7483,-52.2383,77.0,78,100,3.42,overcast clouds
570,Lehigh Acres,US,26.6254,-81.6248,91.42,60,0,10.36,clear sky
571,Arroyo,ES,41.6096,-4.7969,59.59,88,0,6.91,clear sky
572,Bryan,US,30.6744,-96.37,75.22,78,100,9.22,overcast clouds
573,Neiafu,TO,-18.65,-173.9833,80.67,75,13,11.03,light rain
574,Ngunguru,NZ,-35.6167,174.5,62.4,66,98,11.59,overcast clouds
575,Dunedin,NZ,-45.8742,170.5036,53.8,50,51,23.0,broken clouds
576,Pimentel,PE,-6.8367,-79.9342,68.29,68,0,19.57,clear sky
577,Katherine,AU,-14.4667,132.2667,79.12,50,94,6.91,overcast clouds
578,Beroroha,MG,-21.6667,45.1667,64.56,56,0,2.53,clear sky
579,Okhotsk,RU,59.3833,143.3,38.16,89,99,4.72,overcast clouds
580,Lasa,IT,46.6166,10.7002,63.48,83,100,2.35,overcast clouds
581,Bjornevatn,NO,69.6672,29.9847,37.74,100,100,3.44,overcast clouds
582,Sibolga,ID,1.7427,98.7792,77.43,85,100,2.39,overcast clouds
583,Kiruna,SE,67.8557,20.2251,41.92,81,40,4.61,light rain
584,Cabo San Lucas,MX,22.8909,-109.9124,83.61,41,0,10.36,clear sky
585,Haines Junction,CA,60.7522,-137.5108,60.75,21,100,10.36,overcast clouds
586,Murgab,TM,37.4966,61.9714,58.87,67,0,6.91,clear sky
587,Lakatoro,VU,-16.0999,167.4164,82.99,72,14,2.62,few clouds
588,Godda,IN,24.8333,87.2167,80.24,76,12,5.99,few clouds
589,Pietrosani,RO,45.1833,24.85,50.31,74,53,2.13,broken clouds
590,Tiksi,RU,71.6872,128.8694,30.45,90,50,4.47,scattered clouds
591,Yokadouma,CM,3.5167,15.05,69.76,99,98,2.62,light rain
592,Nyimba,ZM,-14.5566,30.8149,64.85,50,51,3.91,broken clouds
593,Tungor,RU,53.3808,142.9564,35.96,82,100,5.46,overcast clouds
594,Smithers,CA,54.7804,-127.1743,66.52,16,40,11.5,scattered clouds
595,Sihora,IN,23.4833,80.1167,86.79,30,84,7.34,broken clouds
596,Boyuibe,BO,-20.4167,-63.2833,59.88,62,1,2.57,clear sky
597,Porangatu,BR,-13.4408,-49.1486,68.0,49,2,1.99,clear sky
598,Montrose,US,38.4166,-108.2673,60.21,16,95,17.38,overcast clouds
599,Cap Malheureux,MU,-19.9842,57.6142,72.46,77,3,16.98,clear sky
600,Mujiayingzi,CN,42.1167,118.7833,74.86,32,96,5.66,overcast clouds
601,Dingle,PH,10.9995,122.6711,82.8,75,100,5.75,overcast clouds
602,Santa Cruz,BO,-17.8,-63.1667,71.65,78,75,9.22,broken clouds
603,Gweru,ZW,-19.45,29.8167,45.59,52,0,5.73,clear sky
604,Guarda,PT,40.5373,-7.2658,53.24,97,16,4.27,few clouds
605,Port Pirie,AU,-33.1833,138.0167,63.68,64,87,5.35,overcast clouds
606,White Center,US,47.5173,-122.3549,74.14,38,0,5.75,clear sky
607,Ossora,RU,59.2353,163.0719,40.68,84,50,2.26,scattered clouds
608,Batemans Bay,AU,-35.7167,150.1833,55.09,63,94,4.63,light rain
609,Ivanava,BY,52.1451,25.5365,47.25,98,100,4.74,overcast clouds
610,Barabai,ID,-2.5833,115.3833,77.9,91,72,2.04,light rain
611,Kuytun,RU,54.3419,101.5036,51.4,59,100,5.97,overcast clouds
612,Frontera,MX,26.9333,-101.45,68.32,81,100,3.0,overcast clouds
613,Keningau,MY,5.3378,116.1602,74.8,94,99,1.74,overcast clouds
614,Pundaguitan,PH,6.3711,126.1689,82.26,72,79,1.25,broken clouds
615,Krasnaya Gorka,RU,55.1962,56.6673,38.23,94,95,3.44,overcast clouds
616,Maumere,ID,-8.6199,122.2111,81.82,73,71,5.19,broken clouds
617,Pochutla,MX,15.7432,-96.4661,85.82,57,0,8.75,clear sky
618,Barabinsk,RU,55.3571,78.357,49.08,64,25,11.74,scattered clouds
619,Shahreza,IR,32.0339,51.8794,63.63,16,0,3.74,clear sky
620,Ordu,TR,40.9086,37.6845,52.3,86,92,3.36,light rain
621,Rio Branco,BR,-9.9747,-67.81,77.61,83,0,0.0,clear sky
622,Bellefontaine,US,40.3612,-83.7597,63.43,51,0,9.22,clear sky
623,Calabozo,VE,8.9242,-67.4293,85.8,47,61,8.32,broken clouds
624,Zhezkazgan,KZ,47.8043,67.7144,48.74,28,5,9.84,clear sky
625,Tautira,PF,-17.7333,-149.15,79.65,74,22,12.17,light rain
626,Gimli,CA,50.6336,-96.9907,51.82,50,30,11.5,scattered clouds
627,Khor,RU,47.8861,134.9464,55.17,64,67,6.64,broken clouds
628,Daru,PG,-9.0763,143.2092,82.6,78,47,13.33,scattered clouds
629,Mozarlandia,BR,-14.7447,-50.5706,65.71,30,35,2.33,scattered clouds
630,Sisimiut,GL,66.9395,-53.6735,32.5,97,100,2.86,snow
631,Bonavista,CA,48.6499,-53.1147,51.01,76,88,14.83,overcast clouds
632,Carutapera,BR,-1.195,-46.02,74.64,92,49,4.34,scattered clouds
633,Santa Rosa,PH,14.3122,121.1114,84.11,84,98,2.93,overcast clouds
634,Synya,RU,65.3718,58.0387,36.03,87,100,16.96,light rain
635,Kriva Palanka,MK,42.2019,22.3319,55.22,84,0,2.15,clear sky
636,Aukra,NO,62.7925,6.919,53.76,76,20,9.22,light intensity shower rain
637,Kyabe,TD,9.4515,18.9449,86.16,39,65,3.76,broken clouds
638,Talaya,RU,61.3833,152.75,43.43,71,100,12.1,overcast clouds
639,Havelock,US,34.8791,-76.9013,78.78,84,40,12.66,scattered clouds
640,Capao Bonito,BR,-24.0058,-48.3494,51.37,95,1,4.14,clear sky
641,Roald,NO,62.5833,6.1333,56.32,93,20,6.91,few clouds
642,Yerkoy,TR,39.6381,34.4672,56.21,63,39,5.03,scattered clouds
643,Loudeac,FR,48.1783,-2.7543,55.72,96,91,7.52,overcast clouds
644,Vila Do Maio,CV,15.1333,-23.2167,72.39,79,11,11.83,few clouds
645,Gazojak,TM,41.1875,61.4036,65.37,38,0,9.51,clear sky
646,Bud,US,39.447,-86.1758,64.42,51,91,7.61,overcast clouds
647,Kandiari,PK,26.9156,68.5216,92.25,12,0,6.6,clear sky
648,Ciudad Bolivar,VE,8.1222,-63.5497,76.19,85,100,10.11,overcast clouds
649,Guerrero Negro,MX,27.9769,-114.0611,65.41,62,0,19.08,clear sky
650,Siguiri,GN,11.6667,-9.5,82.24,50,62,5.41,light rain
651,Katangli,RU,51.7102,143.2326,36.36,82,100,7.25,overcast clouds
652,Washington,US,47.5001,-120.5015,71.89,27,38,3.74,scattered clouds
653,Khandyga,RU,62.6667,135.6,51.82,47,33,1.74,scattered clouds
654,New Braunfels,US,29.703,-98.1245,86.65,56,0,8.05,clear sky
655,Bowen,AU,-20.0167,148.2333,74.82,68,84,11.01,broken clouds
656,Saint-Augustin,CA,51.226,-58.6502,46.13,94,75,8.79,broken clouds
657,Jackson,US,42.4165,-122.8345,75.7,23,0,8.05,clear sky
658,Puerto Colombia,CO,10.9878,-74.9547,82.49,86,19,20.69,few clouds
659,Castelo Branco,PT,39.8222,-7.4909,55.96,95,9,3.4,clear sky
660,Mariental,NA,-24.6333,17.9667,52.54,56,20,10.07,few clouds
661,Kinablangan,PH,7.6947,126.5503,82.81,72,85,0.29,overcast clouds
662,Haimen,CN,23.1935,116.6142,71.49,89,100,11.27,overcast clouds
663,Vardo,NO,70.3705,31.1107,37.38,93,100,17.27,overcast clouds
664,Sarangani,PH,5.4033,125.4636,82.44,72,97,0.74,overcast clouds
665,Nanning,CN,22.8167,108.3167,73.85,97,100,3.67,overcast clouds
666,Remedios,CU,22.4947,-79.5458,85.12,83,86,15.32,overcast clouds
667,Natchez,US,31.5604,-91.4032,74.64,91,100,8.05,moderate rain
668,Namibe,AO,-15.1961,12.1522,68.49,72,0,5.64,clear sky
669,Kovdor,RU,67.5662,30.4758,34.11,99,100,2.59,light snow
670,Lewistown,US,40.5992,-77.5714,72.81,94,75,0.0,broken clouds
671,Tsumeb,NA,-19.2333,17.7167,52.47,36,0,7.02,clear sky
672,Taywarah,AF,33.35,64.4167,38.79,47,0,5.01,clear sky
673,Rafai,CF,4.95,23.9167,68.5,90,90,0.92,overcast clouds
674,Christchurch,NZ,-43.5333,172.6333,56.32,61,3,3.44,clear sky
675,Khomeyn,IR,33.6423,50.0789,61.3,25,0,1.88,clear sky
676,Siva,EG,29.2041,25.5195,70.84,26,0,1.25,clear sky
677,Alexandria,EG,31.2156,29.9553,67.96,83,20,11.5,few clouds
678,Bhilwara,IN,25.35,74.6333,79.16,77,0,17.45,clear sky
679,Ourossogui,SN,15.6064,-13.3211,85.35,26,48,13.91,scattered clouds
680,Teguldet,RU,57.3064,88.1667,57.15,53,89,6.38,overcast clouds
681,Sinegorye,RU,62.0788,150.477,39.58,89,100,4.99,overcast clouds
682,North Bend,US,43.4065,-124.2243,67.24,93,40,10.36,scattered clouds
683,Kupang,ID,-10.1667,123.5833,81.95,69,58,13.22,broken clouds
684,Socorro,US,31.6546,-106.3033,76.5,27,75,14.97,broken clouds
685,Tadine,NC,-21.55,167.8833,78.84,78,42,11.86,scattered clouds
686,Horta,PT,38.5333,-28.6333,63.64,95,100,3.62,light rain
687,Tigzirt,DZ,36.8886,4.1198,72.16,58,4,8.23,clear sky
688,Maldonado,UY,-34.6667,-54.9167,54.79,83,76,5.68,broken clouds
689,Vredendal,ZA,-31.6683,18.5012,53.71,69,71,0.81,broken clouds
690,Trairi,BR,-3.2778,-39.2689,74.35,92,14,5.35,few clouds
691,Grand Gaube,MU,-20.0064,57.6608,75.6,77,3,17.27,clear sky
692,Darhan,MN,49.4867,105.9228,65.14,35,48,4.32,scattered clouds
693,Khakhea,BW,-24.6895,23.494,51.42,59,3,6.33,clear sky
694,Campeche,MX,19.0,-90.5,85.33,60,84,5.7,broken clouds
695,Kysyl-Syr,RU,63.8986,122.7617,54.97,45,64,4.59,broken clouds
696,Edd,ER,13.9297,41.6925,84.78,61,10,7.61,clear sky
697,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,65.86,49,31,3.06,scattered clouds
698,Abu Kamal,SY,34.4506,40.9171,73.98,31,100,18.77,overcast clouds
699,Canutama,BR,-6.5339,-64.3831,78.1,74,100,0.34,overcast clouds
700,Ambad,IN,19.6167,75.8,78.3,66,0,12.57,clear sky
701,Betanzos,ES,43.2804,-8.2147,59.65,86,75,3.44,broken clouds
702,Dicabisagan,PH,17.0818,122.4157,83.1,77,92,5.93,moderate rain
703,Kushima,JP,31.4583,131.2333,70.66,66,100,4.45,overcast clouds
