City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,Loreto,22.2667,-101.9667,86.41,10,1,3.67,MX,2022-05-22 21:49:38
282,Vershino-Darasunskiy,52.35,115.5167,45.52,70,32,3.62,RU,2022-05-22 21:51:03
283,Kalininsk,51.5,44.4758,44.26,94,100,5.61,RU,2022-05-22 21:51:09
284,Zhezkazgan,47.8043,67.7144,49.08,31,1,9.17,KZ,2022-05-22 21:51:09
285,Airai,-8.9266,125.4092,58.91,91,50,3.67,TL,2022-05-22 21:51:10
286,Montepuez,-13.1256,38.9997,64.06,98,26,2.24,MZ,2022-05-22 21:51:11
287,Kingaroy,-26.5333,151.8333,57.24,94,100,9.22,AU,2022-05-22 21:51:12
288,Cockburn Town,21.4612,-71.1419,82.36,69,40,17.27,TC,2022-05-22 21:50:50
289,Nome,64.5011,-165.4064,66.27,21,0,14.97,US,2022-05-22 21:41:30
290,Cabo San Lucas,22.8909,-109.9124,85.6,64,2,11.48,MX,2022-05-22 21:47:34
291,Bengkulu,-3.8004,102.2655,75.51,89,38,3.13,ID,2022-05-22 21:51:13
292,Comodoro Rivadavia,-45.8667,-67.5,46.26,49,0,4.61,AR,2022-05-22 21:51:14
293,Barpeta,26.3167,91.0,74.46,92,91,4.38,IN,2022-05-22 21:51:14
294,Skotterud,59.9828,12.1283,45.03,91,61,3.13,NO,2022-05-22 21:51:15
295,Krasnokamensk,50.0979,118.0369,57.88,50,82,15.03,RU,2022-05-22 21:51:19
296,Matane,48.8286,-67.522,51.67,98,81,7.7,CA,2022-05-22 21:51:20
297,Makaleng,-20.9,27.2833,47.59,51,0,5.37,BW,2022-05-22 21:51:20
298,Riyadh,24.6877,46.7219,86.14,9,0,6.4,SA,2022-05-22 21:40:51
299,Havre,49.5833,0.3333,61.2,82,100,5.75,FR,2022-05-22 21:51:21
300,Sabang,5.8933,95.3214,83.34,76,100,22.15,ID,2022-05-22 21:51:21
301,Iwanai,42.9744,140.5089,58.89,86,100,1.1,JP,2022-05-22 21:51:21
302,Nelson Bay,-32.7167,152.15,57.11,99,98,1.01,AU,2022-05-22 21:51:22
303,Poum,-20.2333,164.0167,79.07,79,0,11.72,NC,2022-05-22 21:51:22
304,Baiyin,36.5583,104.2081,62.22,60,85,3.27,CN,2022-05-22 21:51:22
305,Mayumba,-3.432,10.6554,75.65,80,91,5.53,GA,2022-05-22 21:51:23
306,Asfi,32.2994,-9.2372,65.48,84,96,20.31,MA,2022-05-22 21:51:23
307,Barra Dos Coqueiros,-10.9089,-37.0386,80.62,65,40,8.05,BR,2022-05-22 21:51:23
308,College,64.8569,-147.8028,69.01,24,40,10.36,US,2022-05-22 21:51:24
309,Aligarh,27.8833,78.0833,83.61,43,0,11.59,IN,2022-05-22 21:51:24
310,Pacifica,37.6138,-122.4869,84.83,70,40,20.71,US,2022-05-22 21:51:24
311,Beloha,-25.1667,45.05,64.22,93,8,5.7,MG,2022-05-22 21:51:25
312,General Roca,-39.0333,-67.5833,53.62,46,100,22.01,AR,2022-05-22 21:51:25
313,Eyl,7.9803,49.8164,81.54,76,86,15.43,SO,2022-05-22 21:51:25
314,Kismayo,-0.3582,42.5454,79.74,85,100,15.66,SO,2022-05-22 21:51:26
315,Luderitz,-26.6481,15.1594,59.76,60,18,6.15,NA,2022-05-22 21:51:26
316,Penzance,50.1186,-5.5371,55.56,89,97,12.28,GB,2022-05-22 21:51:27
317,Bintulu,3.1667,113.0333,77.41,94,40,3.44,MY,2022-05-22 21:51:27
318,Monte Patria,-30.6919,-70.9467,68.22,37,64,3.71,CL,2022-05-22 21:51:28
319,Hurghada,27.2574,33.8129,77.04,22,0,19.57,EG,2022-05-22 21:50:32
320,Karratha,-20.7377,116.8463,76.84,76,99,6.46,AU,2022-05-22 21:51:28
321,Armidale,-30.5167,151.65,47.26,96,99,7.83,AU,2022-05-22 21:51:29
322,Codrington,-38.2667,141.9667,43.61,89,1,7.16,AU,2022-05-22 21:51:29
323,Healdsburg,38.6105,-122.8692,91.09,23,0,1.01,US,2022-05-22 21:51:29
324,Noshiro,40.2039,140.0242,57.92,87,100,3.47,JP,2022-05-22 21:51:30
325,Kahului,20.8947,-156.47,87.82,42,0,20.71,US,2022-05-22 21:51:30
326,Halifax,44.6453,-63.5724,60.69,97,100,9.22,CA,2022-05-22 21:51:02
327,Tottori,35.5,134.2333,62.67,94,75,1.14,JP,2022-05-22 21:50:37
328,Kalakamati,-20.5929,27.3121,45.77,53,0,3.56,BW,2022-05-22 21:51:31
329,Dwarka,22.2394,68.9678,82.85,80,75,22.62,IN,2022-05-22 21:51:31
330,Gombong,-7.6072,109.5142,74.93,93,47,2.42,ID,2022-05-22 21:51:31
331,Saint-Denis,48.9167,2.3333,67.14,72,0,9.22,FR,2022-05-22 21:51:32
332,Chardara,41.2547,67.9692,60.55,57,2,7.83,KZ,2022-05-22 21:51:32
333,Rock Sound,24.9,-76.2,78.93,82,94,17.94,BS,2022-05-22 21:51:32
334,Claremore,36.3126,-95.6161,69.1,49,40,6.91,US,2022-05-22 21:47:30
335,Mae Sai,20.4335,99.8762,70.63,98,65,0.27,TH,2022-05-22 21:51:33
336,Dubna,56.7333,37.1667,32.32,81,38,4.76,RU,2022-05-22 21:51:33
337,Vila Velha,-20.3297,-40.2925,73.35,73,75,5.75,BR,2022-05-22 21:51:33
338,Esil,51.9556,66.4042,48.92,63,100,6.87,KZ,2022-05-22 21:51:34
339,Marsh Harbour,26.5412,-77.0636,79.03,77,53,14.56,BS,2022-05-22 21:51:34
340,Norsup,-16.0667,167.3833,81.23,78,9,1.57,VU,2022-05-22 21:51:34
341,Goma,-1.6792,29.2228,62.71,90,100,1.99,CD,2022-05-22 21:51:35
342,Dalian,38.9122,121.6022,60.73,82,48,4.47,CN,2022-05-22 21:51:35
343,Porto Novo,6.4965,2.6036,80.42,86,61,4.83,BJ,2022-05-22 21:51:35
344,Mugur-Aksy,50.35,90.5,53.64,39,93,7.14,RU,2022-05-22 21:51:36
345,Kauhajoki,62.4333,22.1833,39.18,57,100,2.73,FI,2022-05-22 21:51:38
346,Coquimbo,-29.9533,-71.3436,62.33,72,0,10.36,CL,2022-05-22 21:51:39
347,Mayo,38.8876,-76.5119,87.75,73,0,11.5,US,2022-05-22 21:51:40
348,Manono,-7.3,27.4167,73.2,64,94,2.8,CD,2022-05-22 21:51:41
349,Flin Flon,54.7682,-101.865,64.24,19,75,12.66,CA,2022-05-22 21:51:41
350,Orotukan,62.2667,151.7,39.04,77,100,4.65,RU,2022-05-22 21:51:42
351,Lhokseumawe,5.1801,97.1507,78.76,85,100,6.91,ID,2022-05-22 21:51:43
352,Ramon,16.7842,121.535,75.79,92,97,1.79,PH,2022-05-22 21:51:46
353,Visby,57.6409,18.296,38.82,100,2,0.0,SE,2022-05-22 21:51:47
354,Baykit,61.67,96.37,49.93,84,0,2.59,RU,2022-05-22 21:51:47
355,Safaga,26.7292,33.9365,77.47,33,0,14.99,EG,2022-05-22 21:51:48
356,Lagoa,39.05,-27.9833,61.75,94,100,9.15,PT,2022-05-22 21:51:49
357,Klaksvik,62.2266,-6.589,49.12,92,36,6.4,FO,2022-05-22 21:48:42
358,El Alto,-4.2714,-81.2147,69.15,75,21,20.42,PE,2022-05-22 21:51:50
359,Xai-Xai,-25.0519,33.6442,63.59,95,99,8.3,MZ,2022-05-22 21:51:50
360,De Aar,-30.6497,24.0123,51.98,60,89,3.09,ZA,2022-05-22 21:49:55
361,Maraba,-5.3686,-49.1178,86.18,66,75,3.44,BR,2022-05-22 21:51:51
362,Grajau,-5.8194,-46.1386,77.36,80,100,3.13,BR,2022-05-22 21:51:51
363,Meadow Lake,34.8014,-106.5436,74.79,24,68,18.79,US,2022-05-22 21:51:52
364,Santa Cruz,-17.8,-63.1667,76.46,64,75,9.22,BO,2022-05-22 21:51:52
365,Wukari,7.85,9.7833,79.2,74,95,8.86,NG,2022-05-22 21:51:53
366,Hofn,64.2539,-15.2082,46.17,68,47,15.03,IS,2022-05-22 21:51:53
367,Vila Franca Do Campo,37.7167,-25.4333,70.2,95,91,3.15,PT,2022-05-22 21:51:54
368,Marzuq,14.4,46.4667,75.81,17,53,1.79,YE,2022-05-22 21:51:54
369,Murgab,37.4966,61.9714,60.67,63,0,6.91,TM,2022-05-22 21:51:55
370,Petropavlovsk-Kamchatskiy,53.0452,158.6483,41.59,93,75,2.24,RU,2022-05-22 21:51:55
371,Sampit,-2.5333,112.95,73.8,98,76,1.57,ID,2022-05-22 21:47:20
372,Nishihara,26.1842,127.7558,74.48,86,100,8.05,JP,2022-05-22 21:51:55
373,Mackenzie,55.2999,-123.1698,66.42,19,0,8.05,CA,2022-05-22 21:51:56
374,Qui Nhon,13.7667,109.2333,78.87,79,100,5.03,VN,2022-05-22 21:51:56
375,La Grande,45.3246,-118.0877,64.0,39,9,6.91,US,2022-05-22 21:51:57
376,Lazaro Cardenas,17.9583,-102.2,83.08,64,12,12.24,MX,2022-05-22 21:51:57
377,Namibe,-15.1961,12.1522,68.31,76,0,4.34,AO,2022-05-22 21:51:58
378,San Diego,32.7153,-117.1573,76.68,74,75,17.27,US,2022-05-22 21:50:00
379,Charters Towers,-20.1,146.2667,65.23,81,100,12.01,AU,2022-05-22 21:51:58
380,Ixtapa,20.7,-105.2,89.91,40,1,8.52,MX,2022-05-22 21:51:07
381,Kabinda,-6.1333,24.4833,72.63,66,90,2.55,CD,2022-05-22 21:51:59
382,Tura,25.5198,90.2201,71.56,94,86,4.59,IN,2022-05-22 21:52:00
383,Parrita,9.5201,-84.3225,82.51,79,82,4.81,CR,2022-05-22 21:52:01
384,Kushmurun,52.4503,64.6311,47.68,78,100,5.59,KZ,2022-05-22 21:52:02
385,Areosa,41.7178,-8.8571,59.94,94,79,9.22,PT,2022-05-22 21:52:02
386,Praia Da Vitoria,38.7333,-27.0667,64.76,94,100,6.17,PT,2022-05-22 21:52:03
387,Pangody,65.85,74.4859,44.1,87,68,20.56,RU,2022-05-22 21:52:04
388,Tarabuco,-19.1667,-64.9167,48.67,60,5,6.11,BO,2022-05-22 21:52:05
389,East London,-33.0153,27.9116,59.61,85,2,4.81,ZA,2022-05-22 21:48:42
390,Vuktyl,63.8567,57.3094,33.08,99,100,7.74,RU,2022-05-22 21:52:07
391,Baracoa,20.3467,-74.4958,80.74,74,100,8.7,CU,2022-05-22 21:52:08
392,Bac Lieu,9.285,105.7244,79.63,82,99,9.17,VN,2022-05-22 21:52:08
393,Noyabrsk,63.1994,75.4507,55.6,73,52,21.23,RU,2022-05-22 21:52:10
394,Omsukchan,62.5333,155.8,33.53,97,100,8.48,RU,2022-05-22 21:52:10
395,Baker City,44.7749,-117.8344,62.31,34,0,16.11,US,2022-05-22 21:52:11
396,Muzhi,65.3667,64.6667,35.55,91,100,28.68,RU,2022-05-22 21:52:12
397,Sangmelima,2.9333,11.9833,67.46,99,66,3.15,CM,2022-05-22 21:52:12
398,Berberati,4.2612,15.7922,69.26,98,95,1.57,CF,2022-05-22 21:52:13
399,Sadao,6.6388,100.4234,78.62,96,98,3.15,TH,2022-05-22 21:52:16
400,Yenangyaung,20.4667,94.8833,82.99,72,23,8.16,MM,2022-05-22 21:52:17
401,Ugoofaaru,5.6667,73.0,82.89,78,72,15.08,MV,2022-05-22 21:52:18
402,Kapit,2.0167,112.9333,72.5,93,85,1.32,MY,2022-05-22 21:52:18
403,Banes,20.9625,-75.7186,80.69,75,100,14.61,CU,2022-05-22 21:52:19
404,Namatanai,-3.6667,152.4333,83.5,62,48,11.72,PG,2022-05-22 21:52:20
405,Powell,40.1578,-83.0752,69.48,62,75,8.05,US,2022-05-22 21:47:37
406,New Waterford,40.8451,-80.6145,62.85,76,100,8.12,US,2022-05-22 21:52:20
407,Pratapgarh,24.0333,74.7833,80.85,68,0,19.13,IN,2022-05-22 21:52:21
408,Weihe,32.9952,105.3247,57.29,98,99,1.63,CN,2022-05-22 21:52:22
409,Beringovskiy,63.05,179.3167,41.7,73,99,10.0,RU,2022-05-22 21:52:22
410,Fort Saint James,54.4333,-124.25,66.65,22,15,7.85,CA,2022-05-22 21:52:23
411,Manicore,-5.8092,-61.3003,79.54,71,99,1.95,BR,2022-05-22 21:52:23
412,Buraydah,26.326,43.975,91.85,9,1,15.66,SA,2022-05-22 21:52:23
413,Aswan,24.0934,32.907,79.9,15,0,4.61,EG,2022-05-22 21:52:24
414,Olot,42.181,2.4901,72.19,41,83,1.01,ES,2022-05-22 21:52:24
415,Malmesbury,-33.4608,18.7271,53.46,91,40,1.9,ZA,2022-05-22 21:52:25
416,Robertsport,6.7533,-11.3686,77.25,90,100,10.11,LR,2022-05-22 21:52:26
417,Tomatlan,19.9333,-105.25,89.74,39,0,12.64,MX,2022-05-22 21:52:27
418,Izmalkovo,52.6887,37.964,39.94,76,77,12.44,RU,2022-05-22 21:52:27
419,Sonoita,31.85,-112.8333,89.13,13,4,18.45,MX,2022-05-22 21:52:28
420,Mehamn,71.0357,27.8492,39.11,87,95,4.41,NO,2022-05-22 21:52:29
421,Rabo De Peixe,37.8,-25.5833,69.28,91,75,10.36,PT,2022-05-22 21:52:29
422,Ryotsu,38.0833,138.4333,58.82,91,98,15.12,JP,2022-05-22 21:52:30
423,Kitob,39.0843,66.8332,53.02,58,0,5.23,UZ,2022-05-22 21:52:31
424,Athabasca,54.7169,-113.2854,68.41,34,96,9.37,CA,2022-05-22 21:52:31
425,Clarence Town,-32.5833,151.7833,56.98,95,96,2.37,AU,2022-05-22 21:52:32
426,Mount Vernon,40.9126,-73.8371,93.43,58,68,11.43,US,2022-05-22 21:52:33
427,La Ronge,55.1001,-105.2842,66.45,13,75,10.36,CA,2022-05-22 21:50:07
428,Hovd,48.0056,91.6419,61.57,21,99,1.99,MN,2022-05-22 21:52:35
429,Chabahar,25.2919,60.643,84.42,80,0,8.81,IR,2022-05-22 21:52:36
430,Hukuntsi,-24.0,21.75,50.45,58,0,3.94,BW,2022-05-22 21:52:37
431,Presidente Medici,-11.1753,-61.9014,74.66,78,39,2.37,BR,2022-05-22 21:52:37
432,Galle,6.0367,80.217,80.04,86,44,11.68,LK,2022-05-22 21:49:04
433,Pilar,-9.5972,-35.9567,75.13,81,5,5.23,BR,2022-05-22 21:52:39
434,Shirokiy,49.758,129.523,51.87,82,100,21.85,RU,2022-05-22 21:52:39
435,Porto Walter,-8.2686,-72.7439,77.86,76,90,1.41,BR,2022-05-22 21:52:40
436,Consuegra,39.4625,-3.608,62.42,65,0,8.39,ES,2022-05-22 21:52:41
437,Kirovskiy,45.0917,133.5136,55.67,80,52,4.0,RU,2022-05-22 21:52:42
438,Pacific Grove,36.6177,-121.9166,72.25,74,20,13.8,US,2022-05-22 21:52:43
439,Butterworth,5.3991,100.3638,80.64,94,20,3.44,MY,2022-05-22 21:52:44
440,Babol,36.5513,52.679,65.23,52,16,2.08,IR,2022-05-22 21:52:44
441,Pedernales,18.0384,-71.744,82.09,70,78,5.12,DO,2022-05-22 21:52:45
442,Kavieng,-2.5744,150.7967,84.27,65,12,16.93,PG,2022-05-22 21:48:28
443,Atambua,-9.1061,124.8925,71.2,87,8,5.21,ID,2022-05-22 21:52:46
444,Cananeia,-25.0147,-47.9267,64.0,87,3,3.71,BR,2022-05-22 21:52:47
445,Turayf,31.6725,38.6637,66.45,26,20,13.8,SA,2022-05-22 21:52:47
446,Chillicothe,39.3331,-82.9824,67.44,65,100,5.01,US,2022-05-22 21:52:48
447,Tongliao,43.6125,122.2653,68.95,43,78,8.28,CN,2022-05-22 21:52:49
448,Ofaqim,31.3141,34.6203,62.71,69,0,10.71,IL,2022-05-22 21:52:49
449,Lima,-12.0432,-77.0282,62.85,77,100,4.61,PE,2022-05-22 21:50:40
450,Balikpapan,-1.2675,116.8289,76.19,88,40,6.91,ID,2022-05-22 21:52:51
451,Ascension,30.2169,-90.9001,88.07,68,0,6.91,US,2022-05-22 21:52:52
452,Bideford,51.0179,-4.2046,57.38,95,100,7.02,GB,2022-05-22 21:52:52
453,Khingansk,49.1167,131.1833,45.57,75,100,13.8,RU,2022-05-22 21:52:53
454,Souillac,-20.5167,57.5167,73.78,78,20,8.05,MU,2022-05-22 21:52:53
455,Barreiros,-8.8183,-35.1864,75.69,85,28,10.0,BR,2022-05-22 21:52:54
456,Along,28.1667,94.7667,69.3,97,91,1.21,IN,2022-05-22 21:52:55
457,Nakusp,50.2499,-117.8023,66.47,36,70,2.3,CA,2022-05-22 21:52:56
458,Egvekinot,66.3167,-179.1667,46.87,49,98,0.43,RU,2022-05-22 21:52:57
459,Honiara,-9.4333,159.95,83.57,71,2,4.25,SB,2022-05-22 21:50:46
460,Liwale,-9.7667,37.9333,64.53,80,19,3.36,TZ,2022-05-22 21:52:58
461,Sibi,29.5448,67.8764,89.62,7,0,11.95,PK,2022-05-22 21:52:59
462,Knysna,-34.0363,23.0471,57.99,65,81,2.8,ZA,2022-05-22 21:53:00
463,Ina,35.8276,137.9538,58.71,86,1,3.06,JP,2022-05-22 21:53:06
464,Geraldton,-28.7667,114.6,64.81,68,75,14.97,AU,2022-05-22 21:53:06
465,Borovskoy,53.8,64.15,42.21,82,28,11.72,KZ,2022-05-22 21:53:07
466,Damghan,36.1683,54.348,65.44,18,46,3.13,IR,2022-05-22 21:53:07
467,Naze,28.3667,129.4833,65.32,70,100,2.86,JP,2022-05-22 21:53:08
468,Kozhva,65.1073,57.0459,34.79,91,100,14.85,RU,2022-05-22 21:53:09
469,Bilibino,68.0546,166.4372,47.52,59,77,5.91,RU,2022-05-22 21:53:09
470,Vila,42.0304,-8.1588,52.7,92,93,3.02,PT,2022-05-22 21:53:10
471,Coromandel,-18.4733,-47.2003,59.07,60,0,3.89,BR,2022-05-22 21:53:11
472,Moss Vale,-34.55,150.3833,46.63,99,100,2.59,AU,2022-05-22 21:53:12
473,Bon Accord,53.8335,-113.4187,65.97,41,97,13.82,CA,2022-05-22 21:53:15
474,Belison,10.8384,121.9605,79.18,82,100,4.32,PH,2022-05-22 21:53:16
475,Turan,16.0678,108.2208,80.58,83,40,0.0,VN,2022-05-22 21:49:31
476,Edea,3.8,10.1333,74.08,98,92,0.74,CM,2022-05-22 21:53:18
477,Quchan,37.106,58.5095,51.4,58,1,11.07,IR,2022-05-22 21:53:18
478,Bud,39.447,-86.1758,66.81,49,87,10.18,US,2022-05-22 21:53:19
479,Zhangye,38.9342,100.4517,64.71,34,23,4.45,CN,2022-05-22 21:53:20
480,Telimele,10.9167,-13.3333,72.84,92,88,3.0,GN,2022-05-22 21:53:20
481,Polunochnoye,60.8697,60.4153,31.57,97,99,5.44,RU,2022-05-22 21:53:21
482,Bushehr,28.9684,50.8385,83.64,51,0,12.39,IR,2022-05-22 21:53:21
483,Aktau,43.65,51.2,55.98,57,0,17.94,KZ,2022-05-22 21:53:22
484,Broken Hill,-31.95,141.4333,54.27,79,2,6.8,AU,2022-05-22 21:53:30
485,Soyo,-6.1349,12.3689,74.79,81,68,6.87,AO,2022-05-22 21:53:30
486,Richards Bay,-28.783,32.0377,62.13,89,100,17.58,ZA,2022-05-22 21:53:31
487,Cosala,24.4125,-106.6908,96.03,21,1,9.13,MX,2022-05-22 21:53:31
488,Neuquen,-38.9516,-68.0591,57.09,51,75,9.22,AR,2022-05-22 21:50:43
489,Hobyo,5.3505,48.5268,80.06,83,100,27.54,SO,2022-05-22 21:53:31
490,Mehriz,31.5917,54.4318,64.9,15,0,1.39,IR,2022-05-22 21:53:32
491,Havelock,34.8791,-76.9013,80.96,81,0,12.66,US,2022-05-22 21:53:32
492,Norilsk,69.3535,88.2027,33.42,100,100,3.74,RU,2022-05-22 21:53:32
493,Axim,4.8699,-2.2405,75.96,87,100,4.76,GH,2022-05-22 21:53:33
494,Alice Springs,-23.7,133.8833,42.35,81,28,0.0,AU,2022-05-22 21:48:59
495,Chifeng,42.2683,118.9636,66.96,47,90,4.45,CN,2022-05-22 21:53:33
496,Nizhniy Ingash,56.2,96.53,46.92,71,95,4.56,RU,2022-05-22 21:53:33
497,Gweta,-20.1833,25.2333,53.42,44,0,7.43,BW,2022-05-22 21:53:34
498,Svetlaya,46.5389,138.3297,44.04,87,100,9.26,RU,2022-05-22 21:53:34
499,Terney,45.0503,136.6092,46.49,95,100,4.9,RU,2022-05-22 21:53:34
500,Gamba,-2.65,10.0,75.52,74,79,7.05,GA,2022-05-22 21:53:35
501,Sabha,27.0377,14.4283,76.87,10,44,11.45,LY,2022-05-22 21:53:35
502,North Myrtle Beach,33.816,-78.68,81.28,85,0,9.22,US,2022-05-22 21:49:21
503,North Platte,41.1239,-100.7654,64.26,28,56,11.01,US,2022-05-22 21:53:36
504,Sao Joao Da Barra,-21.6403,-41.0511,69.89,70,16,10.51,BR,2022-05-22 21:53:36
505,Khandyga,62.6667,135.6,46.13,58,21,2.77,RU,2022-05-22 21:53:36
506,Mount Pleasant,32.7941,-79.8626,81.09,82,100,10.36,US,2022-05-22 21:53:37
507,Texarkana,33.4251,-94.0477,66.24,85,100,11.99,US,2022-05-22 21:53:37
508,Huilong,31.8111,121.655,67.93,77,100,16.35,CN,2022-05-22 21:53:38
509,Pangnirtung,66.1451,-65.7125,30.65,90,93,5.53,CA,2022-05-22 21:49:54
510,Xingyi,24.1877,102.817,57.02,97,100,2.17,CN,2022-05-22 21:51:35
511,Peniche,39.3558,-9.3811,62.29,95,84,13.0,PT,2022-05-22 21:53:38
512,Nantucket,41.2835,-70.0995,69.03,86,14,20.36,US,2022-05-22 21:53:38
513,Jalu,29.0331,21.5482,72.07,28,0,8.41,LY,2022-05-22 21:53:39
514,Puerto Carreno,6.189,-67.4859,84.18,70,40,2.3,CO,2022-05-22 21:53:39
515,Miandrivazo,-19.5167,45.4667,72.25,62,13,1.3,MG,2022-05-22 21:53:39
516,Scarborough,54.2797,-0.4044,59.79,80,100,5.01,GB,2022-05-22 21:53:40
517,Nueva Loja,0.0847,-76.8828,86.02,62,20,6.91,EC,2022-05-22 21:53:40
518,Surin,14.8818,103.4936,80.42,99,100,9.15,TH,2022-05-22 21:49:33
519,Zhigansk,66.7697,123.3711,41.05,63,73,4.21,RU,2022-05-22 21:52:43
520,Oum Hadjer,13.2954,19.6966,89.69,13,53,15.57,TD,2022-05-22 21:53:41
521,Bathsheba,13.2167,-59.5167,83.01,74,40,18.41,BB,2022-05-22 21:53:41
522,Kunda,25.7167,81.5167,83.68,52,76,9.8,IN,2022-05-22 21:53:41
523,Emerald,-23.5333,148.1667,61.34,89,52,14.36,AU,2022-05-22 21:53:42
524,Nabire,-3.3667,135.4833,76.46,88,89,2.77,ID,2022-05-22 21:53:42
525,Elizabeth City,36.2946,-76.2511,89.62,60,0,14.97,US,2022-05-22 21:52:28
526,Burnie,-41.0667,145.9167,43.95,85,9,4.97,AU,2022-05-22 21:53:42
527,Farafangana,-22.8167,47.8333,67.03,93,18,4.63,MG,2022-05-22 21:53:43
528,Jacareacanga,-6.2222,-57.7528,78.93,67,10,1.74,BR,2022-05-22 21:53:43
529,Chesterville,44.5512,-70.0862,70.25,96,83,7.38,US,2022-05-22 21:53:43
530,Ashland,40.8167,-82.2665,65.97,70,100,6.33,US,2022-05-22 21:50:29
531,Fatwa,25.5167,85.3167,77.09,57,9,8.14,IN,2022-05-22 21:53:44
532,Hantsport,45.0668,-64.1654,77.56,85,22,12.41,CA,2022-05-22 21:53:44
533,Necochea,-38.5473,-58.7368,53.26,56,100,9.62,AR,2022-05-22 21:50:19
534,Jumla,29.2747,82.1838,49.57,89,93,4.0,NP,2022-05-22 21:52:54
535,Dunedin,-45.8742,170.5036,51.8,52,60,11.01,NZ,2022-05-22 21:49:34
536,Lusaka,-15.4067,28.2871,55.38,50,36,4.09,ZM,2022-05-22 21:50:56
537,Aykhal,66.0,111.5,50.81,62,16,12.68,RU,2022-05-22 21:53:45
538,Sur,22.5667,59.5289,91.81,42,0,15.97,OM,2022-05-22 21:53:45
539,Port Blair,11.6667,92.75,84.24,79,75,11.5,IN,2022-05-22 21:53:46
540,Tigil,57.8,158.6667,52.97,56,22,7.34,RU,2022-05-22 21:53:46
541,Maragogi,-9.0122,-35.2225,76.77,81,33,12.44,BR,2022-05-22 21:51:32
542,Sheridan,44.8333,-106.9173,61.18,33,20,21.85,US,2022-05-22 21:50:03
543,Kisangani,0.5167,25.2,72.97,89,100,1.45,CD,2022-05-22 21:53:47
544,Pochutla,15.7432,-96.4661,89.82,48,0,9.22,MX,2022-05-22 21:53:47
545,Aksha,50.2814,113.2867,56.88,67,100,4.72,RU,2022-05-22 21:53:47
546,Palmer,42.1584,-72.3287,91.33,44,88,4.0,US,2022-05-22 21:53:48
547,Avera,33.194,-82.5271,89.65,34,100,10.71,US,2022-05-22 21:53:48
548,Touros,-5.1989,-35.4608,75.85,90,18,12.91,BR,2022-05-22 21:53:35
549,Henties Bay,-22.116,14.2845,59.41,71,3,2.28,NA,2022-05-22 21:53:48
550,Mazatlan,23.2167,-106.4167,81.01,77,0,5.01,MX,2022-05-22 21:51:03
551,Muana,-1.5283,-49.2167,79.03,77,100,3.44,BR,2022-05-22 21:53:49
552,Berlevag,70.8578,29.0864,39.15,81,100,3.44,NO,2022-05-22 21:53:49
553,Valdivia,-39.8142,-73.2459,50.09,92,36,2.55,CL,2022-05-22 21:53:49
554,Bocanda,7.0626,-4.4995,69.48,98,100,2.98,CI,2022-05-22 21:53:50
555,Sobolevo,54.4299,31.8996,38.86,75,9,5.26,RU,2022-05-22 21:53:50
556,Chester,40.1254,-75.8749,84.58,78,55,8.72,US,2022-05-22 21:53:50
557,Northam,51.0333,-4.2167,56.61,93,100,7.31,GB,2022-05-22 21:53:51
558,Kazachinskoye,57.6953,93.2761,46.29,82,16,3.27,RU,2022-05-22 21:53:51
559,Sebinkarahisar,40.2883,38.4236,51.13,74,60,4.63,TR,2022-05-22 21:53:51
560,Sapouy,11.5544,-1.7736,80.89,60,79,7.18,BF,2022-05-22 21:53:52
561,Inta,66.0317,60.1659,33.62,92,100,20.71,RU,2022-05-22 21:53:52
562,Koslan,63.4564,48.8989,29.48,94,100,11.65,RU,2022-05-22 21:53:52
563,Kalmunai,7.4167,81.8167,80.19,74,24,4.43,LK,2022-05-22 21:53:53
